frame_idx,difficulty_reason,image_name,image_path,timestamp_iso,sat_x_km,sat_y_km,sat_z_km,quat_w,quat_x,quat_y,quat_z,cam_lens_mm,cam_type,cam_sensor_width_mm,cam_sensor_height_mm
210,normal_ref,0210.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0210.png,2025-01-01T01:10:30.361446,26.181990,45.386665,1747.163574,0.833811,0.300391,-0.354025,0.298647,50.00,PERSP,36.00,24.00
211,normal_ref,0211.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0211.png,2025-01-01T01:10:50.602410,25.715855,45.649448,1747.156616,0.832300,0.302187,-0.352457,0.302877,50.00,PERSP,36.00,24.00
212,normal_ref,0212.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0212.png,2025-01-01T01:11:10.843373,25.265480,45.901405,1747.155762,0.830791,0.303922,-0.350970,0.306982,50.00,PERSP,36.00,24.00
213,normal_ref,0213.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0213.png,2025-01-01T01:11:31.084337,24.826151,46.141022,1747.153198,0.829306,0.305597,-0.349528,0.310953,50.00,PERSP,36.00,24.00
214,normal_ref,0214.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0214.png,2025-01-01T01:11:51.325301,24.402010,46.370670,1747.136230,0.827835,0.307212,-0.348158,0.314795,50.00,PERSP,36.00,24.00
215,normal_ref,0215.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0215.png,2025-01-01T01:12:11.566265,23.984421,46.585701,1747.145508,0.826437,0.308762,-0.346754,0.318481,50.00,PERSP,36.00,24.00
216,normal_ref,0216.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0216.png,2025-01-01T01:12:31.807229,23.579046,46.788387,1747.162964,0.825087,0.310249,-0.345365,0.322024,50.00,PERSP,36.00,24.00
217,normal_ref,0217.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0217.png,2025-01-01T01:12:52.048193,23.193230,46.984428,1747.175903,0.823718,0.311684,-0.344121,0.325457,50.00,PERSP,36.00,24.00
218,normal_ref,0218.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0218.png,2025-01-01T01:13:12.289157,22.810863,47.164520,1747.170044,0.822462,0.313048,-0.342781,0.328721,50.00,PERSP,36.00,24.00
219,normal_ref,0219.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0219.png,2025-01-01T01:13:32.530120,22.452198,47.340244,1747.152344,0.821165,0.314365,-0.341633,0.331888,50.00,PERSP,36.00,24.00
220,normal_ref,0220.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0220.png,2025-01-01T01:13:52.771084,22.099798,47.502773,1747.163452,0.819961,0.315617,-0.340433,0.334897,50.00,PERSP,36.00,24.00
221,normal_ref,0221.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0221.png,2025-01-01T01:14:13.012048,21.770563,47.660652,1747.154907,0.818729,0.316822,-0.339404,0.337805,50.00,PERSP,36.00,24.00
222,normal_ref,0222.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0222.png,2025-01-01T01:14:33.253012,21.443756,47.802677,1747.158691,0.817633,0.317955,-0.338253,0.340539,50.00,PERSP,36.00,24.00
223,normal_ref,0223.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0223.png,2025-01-01T01:14:53.493976,21.140003,47.942184,1747.151611,0.816497,0.319046,-0.337298,0.343180,50.00,PERSP,36.00,24.00
224,normal_ref,0224.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0224.png,2025-01-01T01:15:13.734940,20.845366,48.069492,1747.152222,0.815459,0.320073,-0.336294,0.345668,50.00,PERSP,36.00,24.00
225,normal_ref,0225.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0225.png,2025-01-01T01:15:33.975904,20.565475,48.189774,1747.139526,0.814454,0.321048,-0.335358,0.348034,50.00,PERSP,36.00,24.00
226,normal_ref,0226.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0226.png,2025-01-01T01:15:54.216867,20.300205,48.302227,1747.120483,0.813493,0.321969,-0.334475,0.350274,50.00,PERSP,36.00,24.00
227,normal_ref,0227.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0227.png,2025-01-01T01:16:14.457831,20.049744,48.407509,1747.109497,0.812568,0.322839,-0.333658,0.352392,50.00,PERSP,36.00,24.00
228,normal_ref,0228.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0228.png,2025-01-01T01:16:34.698795,19.807943,48.502159,1747.099243,0.811744,0.323647,-0.332793,0.354363,50.00,PERSP,36.00,24.00
229,normal_ref,0229.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0229.png,2025-01-01T01:16:54.939759,19.582516,48.591541,1747.096436,0.810946,0.324407,-0.332015,0.356220,50.00,PERSP,36.00,24.00
230,normal_ref,0230.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0230.png,2025-01-01T01:17:15.180723,19.375893,48.676319,1747.082520,0.810163,0.325122,-0.331345,0.357969,50.00,PERSP,36.00,24.00
231,normal_ref,0231.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0231.png,2025-01-01T01:17:35.421687,19.181202,48.753643,1747.083252,0.809439,0.325786,-0.330704,0.359592,50.00,PERSP,36.00,24.00
232,normal_ref,0232.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0232.png,2025-01-01T01:17:55.662651,19.002653,48.826504,1747.078369,0.808752,0.326403,-0.330134,0.361100,50.00,PERSP,36.00,24.00
233,normal_ref,0233.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0233.png,2025-01-01T01:18:15.903614,18.839304,48.893269,1747.076416,0.808104,0.326973,-0.329629,0.362494,50.00,PERSP,36.00,24.00
234,normal_ref,0234.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0234.png,2025-01-01T01:18:36.144578,18.680893,48.949089,1747.074341,0.807576,0.327479,-0.329046,0.363740,50.00,PERSP,36.00,24.00
235,normal_ref,0235.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0235.png,2025-01-01T01:18:56.385542,18.545279,49.003227,1747.072266,0.807036,0.327950,-0.328622,0.364895,50.00,PERSP,36.00,24.00
236,normal_ref,0236.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0236.png,2025-01-01T01:19:16.626506,18.414280,49.045357,1747.073730,0.806623,0.328358,-0.328110,0.365903,50.00,PERSP,36.00,24.00
237,normal_ref,0237.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0237.png,2025-01-01T01:19:36.867470,18.312971,49.095257,1747.065063,0.806115,0.328750,-0.327901,0.366855,50.00,PERSP,36.00,24.00
238,normal_ref,0238.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0238.png,2025-01-01T01:19:57.108434,18.215010,49.131046,1747.069214,0.805760,0.329073,-0.327557,0.367651,50.00,PERSP,36.00,24.00
239,normal_ref,0239.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0239.png,2025-01-01T01:20:17.349398,18.131811,49.162445,1747.069946,0.805434,0.329355,-0.327299,0.368343,50.00,PERSP,36.00,24.00
240,normal_ref,0240.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0240.png,2025-01-01T01:20:37.590361,18.053768,49.182240,1747.074585,0.805247,0.329571,-0.326931,0.368886,50.00,PERSP,36.00,24.00
241,normal_ref,0241.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0241.png,2025-01-01T01:20:57.831325,17.964716,49.176254,1747.326904,0.805361,0.329682,-0.326189,0.369193,50.00,PERSP,36.00,24.00
242,normal_ref,0242.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0242.png,2025-01-01T01:21:18.072289,17.837770,49.126335,1747.942383,0.806006,0.329637,-0.324663,0.369171,50.00,PERSP,36.00,24.00
243,normal_ref,0243.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0243.png,2025-01-01T01:21:38.313253,17.634636,49.007107,1748.753906,0.807468,0.329369,-0.321801,0.368722,50.00,PERSP,36.00,24.00
244,normal_ref,0244.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0244.png,2025-01-01T01:21:58.554217,17.380211,48.839115,1749.626587,0.809473,0.328941,-0.318036,0.367972,50.00,PERSP,36.00,24.00
245,normal_ref,0245.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0245.png,2025-01-01T01:22:18.795181,17.074064,48.628567,1750.424561,0.811957,0.328366,-0.313435,0.366960,50.00,PERSP,36.00,24.00
246,normal_ref,0246.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0246.png,2025-01-01T01:22:39.036145,16.692003,48.357536,1751.126953,0.815066,0.327601,-0.307678,0.365622,50.00,PERSP,36.00,24.00
247,normal_ref,0247.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0247.png,2025-01-01T01:22:59.277108,16.227533,48.024925,1751.683472,0.818772,0.326643,-0.300744,0.363963,50.00,PERSP,36.00,24.00
248,normal_ref,0248.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0248.png,2025-01-01T01:23:19.518072,15.692884,47.643764,1752.062256,0.822908,0.325521,-0.292880,0.362048,50.00,PERSP,36.00,24.00
249,normal_ref,0249.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0249.png,2025-01-01T01:23:39.759036,15.066008,47.199284,1752.324219,0.827572,0.324196,-0.283827,0.359811,50.00,PERSP,36.00,24.00
250,normal_ref,0250.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0250.png,2025-01-01T01:24:00,14.052821,46.487144,1752.526123,0.834698,0.322041,-0.269567,0.356233,50.00,PERSP,36.00,24.00
